grade,gender,transgender,sexual_orientation,religion,ethnicity,physical_disability,learning_disability,parent_guardian,guardian_degree,language_at_home_number,book_in_home_number,book_read_number,computer_at_home_number,district,gpa,dei_01,dei_02,dei_03,dei_04,dei_fair_to_boys,"G_School Climate for Diversity, Equity, and Inclusion			",dei_05,dei_06,dei_07,dei_10,"G_School Climate Overall			",dei_11,dei_12,dei_13,dei_16,dei_17,dei_18,dei_21,dei_75,"G_Classroom Teaching Supporting Diversity, Equity, and Inclusion						",dei_24,dei_25,dei_26,"G_Co-curricular Activities Supporting Diversity, Equity, and Inclusion		",dei_27,dei_28,dei_29,"G_School Commitment to Diversity, Equity, and Inclusion",dei_30,dei_31,dei_32,dei_35,dei_36,dei_37,"G_Everyday Discrimination by Students					",dei_48,dei_49,dei_50,dei_53,dei_54,dei_55,"G_Everyday Discrimination by Teachers					",dei_72,dei_73,dei_74,dei_76,"G_Outcomes					",dei_80,dei_81,dei_82,dei_83,dei_84,"G_Meaningful Interactions Across Difference				"
6,Male,No,,None,White,,,Single Parent,,1,25-99,,"Yes, three or more",1,,5,5,5,5,,5,4,4,4,,4.00 ,,2,2,2,2,2,1,2,1.86 ,,,,,4,4,4,4,,1,1,1,1,1,1,,2,2,2,1,1,1.6,1,4,3,4.00 ,3.00 ,3,4,5,5,1,3.6
6,Male,No,,None,White,,,Parents,,1,100-250,,"Yes, three or more",1,3,4,5,5,5,,4.75,3,3,3,,3.00 ,,1,1,1,1,1,2,2,1.29 ,,,,,3,3,1,2.333333333,,5,2,2,1,3,2.6,,4,2,1,1,2,2,3,4,3,3.00 ,3.25 ,2,2,2,2,2,2
7,Female,No,,Christian,White,,,Parents,,1,25-99,,"Yes, three or more",1,3,5,5,5,5,,5,3,4,5,,4.00 ,,4,4,2,1,5,1,3,2.86 ,,,,,5,4,4,4.333333333,,3,2,3,2,1,2.2,,4,3,2,1,1,2.2,4,3,4,,3.67 ,3,4,4,4,5,4
7,Female,No,,Christian,White,,,Parents,,2,More than 250,,"Yes, three or more",1,1,5,4,4,4,,4.25,4,4,4,,4.00 ,,5,4,5,4,5,5,5,4.71 ,,,,,4,4,4,4,,1,1,2,1,1,1.2,,1,1,1,1,1,1,4,5,5,3.00 ,4.25 ,4,4,4,4,3,3.8
7,Female,No,,None,White,,,Parents,,1,100-250,,"Yes, three or more",1,3,4,4,4,3,,3.75,4,4,3,,3.67 ,,5,4,4,4,4,4,3,4.00 ,,,,,4,4,4,4,,2,1,2,1,1,1.4,,2,1,1,1,1,1.2,4,4,4,2.50 ,3.63 ,3,4,4,4,4,3.8
7,Female,No,,Atheist,White,,,Single Parent,,1,More than 250,,"Yes, three or more",1,2,5,5,5,5,,5,4,5,4,,4.33 ,,5,5,5,4,4,4,5,4.57 ,,,,,5,5,5,5,,1,1,1,1,1,1,,1,1,1,1,1,1,5,5,5,4.50 ,4.88 ,4,4,4,4,4,4
7,Female,No,,None,Black or African American,,,Single Parent,,1,11-24,,"Yes, three or more",1,5,5,5,5,5,,5,3,4,5,,4.00 ,,5,5,1,2,,,1,2.80 ,,,,,5,3,4,4,,4,1,1,1,1,1.6,,5,1,1,1,1,1.8,5,5,4,2.00 ,4.00 ,4,5,5,5,5,4.8
8,Male,No,,Christian,White,,,Parents,,1,100-250,,"Yes, three or more",1,1,5,5,5,3,,4.5,3,4,5,,4.00 ,,4,4,4,5,3,1,3,3.43 ,,,,,2,2,2,2,,4,2,3,1,2,2.4,,4,2,3,1,1,2.2,3,4,4,3.50 ,3.63 ,4,4,4,5,3,4
7,Male,No,,Christian,Black or African American,,,Parents,,2,25-99,,"Yes, one",1,3,5,5,5,5,,5,5,5,4,,4.67 ,,1,3,3,2,5,4,5,3.29 ,,,,,5,4,4,4.333333333,,1,1,1,1,1,1,,1,1,1,1,1,1,4,4,4,5.00 ,4.25 ,2,2,2,2,2,2
7,Female,No,,Christian,Black or African American,,,Parents,,2,25-99,,"Yes, three or more",1,5,5,3,5,4,,4.25,5,4,5,,4.67 ,,4,2,5,5,5,4,3,4.00 ,,,,,4,4,5,4.333333333,,4,2,1,1,1,1.8,,5,1,1,1,1,1.8,5,5,5,4.00 ,4.75 ,1,4,1,2,4,2.4
6,Female,No,,Christian,White,,,Single Parent,,1,25-99,,"Yes, three or more",1,2,5,5,5,5,,5,4,4,5,,4.33 ,,5,4,4,4,5,5,4,4.43 ,,,,,5,5,5,5,,1,1,1,1,1,1,,1,1,1,1,1,1,5,5,5,4.00 ,4.75 ,4,5,5,5,4,4.6
6,Female,No,,None,White,,,Parents,,1,More than 250,,"Yes, three or more",1,4,5,5,5,5,,5,5,5,5,,5.00 ,,4,4,4,4,4,4,4,4.00 ,,,,,4,5,4,4.333333333,,5,1,1,1,1,1.8,,5,1,1,1,1,1.8,5,5,5,4.50 ,4.88 ,2,2,2,2,2,2
6,Female,No,,Atheist,White,,,Parents,,1,100-250,,"Yes, three or more",1,4,4,3,3,4,,3.5,4,4,4,,4.00 ,,4,4,3,4,3,2,3,3.29 ,,,,,3,3,3,3,,2,3,2,1,2,2,,1,2,1,1,1,1.2,3,3,3,4.00 ,3.25 ,3,4,4,4,4,3.8
6,Male,No,,None,Black or African American,,,Single Parent,,1,11-24,,"Yes, three or more",1,10,5,4,5,5,,4.75,4,5,5,,4.67 ,,4,5,4,4,4,2,4,3.86 ,,,,,4,4,4,4,,5,1,1,1,1,1.8,,4,1,1,1,1,1.6,4,4,4,4.00 ,4.00 ,2,5,4,5,2,3.6
6,Male,No,,Christian,White,,,Parents,,1,More than 250,,"Yes, three or more",1,4,5,5,5,4,,4.75,5,5,5,,5.00 ,,4,4,5,5,5,4,4,4.43 ,,,,,5,5,5,5,,1,1,1,1,1,1,,1,1,1,1,1,1,5,5,5,4.00 ,4.75 ,1,1,1,1,1,1
7,Female,No,,Atheist,White,,,Parents,,1,More than 250,,"Yes, three or more",1,3,5,5,4,4,,4.5,4,4,4,,4.00 ,,2,2,2,2,2,2,2,2.00 ,,,,,3,3,3,3,,3,2,2,2,3,2.4,,3,2,2,1,1,1.8,3,3,3,3.50 ,3.13 ,3,3,3,3,3,3
6,Female,No,,Christian,White,,,Parents,,1,More than 250,,"Yes, three or more",1,,5,5,5,5,,5,5,5,5,,5.00 ,,4,4,4,4,5,4,4,4.14 ,,,,,5,5,5,5,,1,1,1,1,1,1,,1,1,1,1,1,1,5,5,5,4.50 ,4.88 ,,,,,,
6,Male,No,,None,White,,,Parents,,1,More than 250,,"Yes, three or more",1,1,4,4,3,5,,4,4,5,5,,4.67 ,,4,1,5,2,2,2,4,2.86 ,,,,,4,4,5,4.333333333,,5,4,2,1,2,2.8,,5,5,1,1,1,2.6,5,5,3,5.00 ,4.50 ,3,5,3,5,,4
8,Male,No,,Christian,White,,,Parents,,1,More than 250,,"Yes, three or more",1,4,5,5,4,3,,4.25,4,4,4,,4.00 ,,4,4,4,4,4,4,4,4.00 ,,,,,5,5,5,5,,2,2,2,1,1,1.6,,2,1,1,1,1,1.2,4,5,5,5.00 ,4.75 ,4,4,4,4,4,4
7,Female,No,,Atheist,White,,,Parents,,1,More than 250,,"Yes, two",1,3,5,5,4,5,,4.75,4,4,5,,4.33 ,,5,4,5,4,4,5,4,4.43 ,,,,,5,5,5,5,,2,1,1,1,1,1.2,,2,2,2,1,1,1.6,4,4,4,5.00 ,4.25 ,4,5,5,4,5,4.6
6,Female,No,,Christian,White,,,Parents,,1,100-250,,"Yes, three or more",1,4,5,5,5,4,,4.75,4,5,5,,4.67 ,,,4,2,3,4,,4,3.40 ,,,,,3,4,5,4,,4,2,2,1,1,2,,4,2,1,1,1,1.8,4,5,5,5.00 ,4.75 ,,,,,,
7,,No,,Atheist,White,,,Parents,,1,100-250,,"Yes, three or more",1,2,5,3,5,5,,4.5,4,5,5,,4.67 ,,5,5,5,4,5,5,4,4.71 ,,,,,5,4,4,4.333333333,,1,1,2,1,1,1.2,,1,2,1,1,1,1.2,5,4,5,5.00 ,4.75 ,2,4,4,5,5,4
6,Female,No,,,"Some Other Race, Ethnicity, or Origin",,,Stepparent,,1,25-99,,"Yes, three or more",1,,5,5,5,5,,5,5,5,4,,4.67 ,,2,,2,2,3,2,2,2.17 ,,,,,5,4,5,4.666666667,,1,1,1,1,1,1,,1,1,1,1,1,1,5,4,4,3.50 ,4.13 ,2,2,3,,,2.333333333
8,Female,No,,Christian,White,,,Parents,,1,100-250,,"Yes, three or more",1,3,5,5,5,5,,5,4,4,5,,4.33 ,,4,3,4,4,5,4,4,4.00 ,,,,,3,3,3,3,,1,1,1,1,1,1,,1,1,1,1,1,1,4,4,4,4.50 ,4.13 ,3,4,4,5,5,4.2
6,Female,No,,None,"Hispanic, Latino, or Spanish",,,Parents,,2,More than 250,,"Yes, three or more",1,3,5,3,4,3,,3.75,5,4,5,,4.67 ,,4,4,4,4,4,4,4,4.00 ,,,,,4,3,3,3.333333333,,5,2,2,1,1,2.2,,5,2,1,1,1,2,5,4,4,4.00 ,4.25 ,4,2,2,2,3,2.6
6,Female,No,,Christian,Black or African American,,,Parents,,2,25-99,,"Yes, three or more",1,,5,5,5,5,,5,4,5,5,,4.67 ,,4,5,4,3,3,2,2,3.29 ,,,,,5,5,3,4.333333333,,1,1,1,1,2,1.2,,1,1,1,1,1,1,5,5,5,4.00 ,4.75 ,5,4,4,5,5,4.6
7,Male,No,,Christian,White,,,Parents,,1,100-250,,"Yes, three or more",1,2,5,5,5,5,,5,5,5,5,,5.00 ,,3,4,3,4,5,3,5,3.86 ,,,,,4,5,5,4.666666667,,2,1,2,1,3,1.8,,1,1,1,1,1,1,4,4,4,4.50 ,4.13 ,3,3,4,2,2,2.8
6,Female,No,,Other,White,,,Parents,,1,100-250,,"Yes, three or more",1,4,5,4,,5,,4.666666667,2,4,,,3.00 ,,,4,2,4,4,,4,3.60 ,,,,,4,3,4,3.666666667,,,,,,,,,4,,,,,4,2,3,1,0.50 ,1.63 ,,,,,,
7,Female,No,,Christian,White,,,Parents,,2,25-99,,"Yes, three or more",1,1,4,4,5,4,,4.25,4,4,4,,4.00 ,,4,3,3,4,3,2,2,3.00 ,,,,,3,3,3,3,,1,1,1,1,1,1,,2,1,1,1,1,1.2,3,4,3,3.50 ,3.38 ,4,4,3,3,4,3.6
7,Female,No,,Christian,White,,,Parents,,1,More than 250,,"Yes, three or more",1,2,5,4,4,4,,4.25,3,4,4,,3.67 ,,3,2,3,4,4,4,4,3.43 ,,,,,3,4,4,3.666666667,,2,2,3,1,1,1.8,,1,2,1,1,1,1.2,4,5,5,4.00 ,4.50 ,4,4,4,4,4,4
6,Male,No,,Jewish,White,,,Parents,,1,100-250,,"Yes, three or more",1,3,4,4,5,5,,4.5,4,4,5,,4.33 ,,3,4,4,4,4,3,4,3.71 ,,,,,5,4,3,4,,2,1,2,2,2,1.8,,1,1,1,1,1,1,5,4,4,4.00 ,4.25 ,3,5,4,4,4,4
8,Female,No,,None,White,,,Parents,,1,More than 250,,"Yes, three or more",1,4,4,5,3,4,,4,4,5,4,,4.33 ,,5,5,4,3,4,4,4,4.14 ,,,,,4,4,4,4,,1,2,2,1,3,1.8,,1,1,1,1,1,1,4,4,3,3.50 ,3.63 ,4,4,4,4,4,4
7,Male,,,Christian,White,,,Parents,,1,100-250,,"Yes, three or more",1,3,5,5,5,5,,5,5,5,5,,5.00 ,,5,5,5,5,5,5,5,5.00 ,,,,,4,4,4,4,,1,1,1,1,1,1,,1,1,1,1,1,1,4,4,4,5.00 ,4.25 ,5,5,5,5,5,5
8,Female,No,,Atheist,White,,,Stepparent,,1,100-250,,"Yes, three or more",1,1,3,4,2,4,,3.25,3,3,4,,3.33 ,,3,3,3,4,4,2,2,3.00 ,,,,,4,4,4,4,,4,3,4,2,1,2.8,,3,3,3,1,1,2.2,2,3,3,3.50 ,2.88 ,3,4,2,2,4,3
6,Male,No,,Christian,White,,,Parents,,1,More than 250,,"Yes, three or more",1,3,5,5,5,4,,4.75,4,4,5,,4.33 ,,2,3,4,1,4,3,4,3.00 ,,,,,4,4,4,4,,2,1,1,1,1,1.2,,1,1,,1,1,1,4,4,4,,4.00 ,4,4,4,2,1,3
6,Female,No,,Muslim,Black or African American,,,Parents,,2,11-24,,"Yes, three or more",1,8,4,5,5,5,,4.75,3,4,5,,4.00 ,,2,2,2,3,3,,1,2.17 ,,,,,4,4,4,4,,1,2,1,1,1,1.2,,1,1,1,1,1,1,3,4,4,1.50 ,3.13 ,3,3,3,3,3,3
8,Male,No,,Atheist,White,,,Parents,,1,More than 250,,"Yes, three or more",1,2,4,5,5,5,,4.75,4,5,5,,4.67 ,,4,4,2,2,4,3,3,3.14 ,,,,,4,3,4,3.666666667,,2,1,1,1,1,1.2,,2,1,1,1,1,1.2,4,4,4,3.50 ,3.88 ,5,5,5,5,4,4.8
7,Female,No,,Christian,Black or African American,,,Parents,,1,25-99,,"Yes, three or more",1,5,5,5,5,5,,5,5,5,5,,5.00 ,,2,2,5,2,5,5,5,3.71 ,,,,,5,5,5,5,,1,1,1,1,1,1,,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,1,1,1,1,1,1
6,Female,No,,Christian,White,,,Parents,,1,0-10,,"Yes, three or more",1,1,5,5,3,4,,4.25,4,4,4,,4.00 ,,3,3,2,3,3,2,1,2.43 ,,,,,4,5,4,4.333333333,,1,1,1,1,1,1,,2,1,1,1,1,1.2,4,5,4,1.50 ,3.63 ,1,2,3,5,3,2.8
7,Male,No,,Agnostic,White,,,Parents,,1,11-24,,"Yes, two",1,,1,1,1,,,1,5,5,5,,5.00 ,,5,5,5,5,5,5,5,5.00 ,,,,,5,5,5,5,,5,5,5,5,,5,,,,,,,,5,5,5,5.00 ,5.00 ,1,1,1,1,1,1
6,Male,No,,None,White,,,Parents,,1,More than 250,,"Yes, three or more",1,,,,5,5,,5,3,4,,,3.50 ,,2,2,5,2,4,2,4,3.00 ,,,,,4,4,3,3.666666667,,1,1,1,1,1,1,,1,1,1,1,1,1,4,4,4,2.50 ,3.63 ,1,1,1,1,1,1
8,Female,No,,Christian,Asian,,,Parents,,2,More than 250,,"Yes, three or more",1,1,4,3,3,5,,3.75,4,3,4,,3.67 ,,4,4,5,2,4,5,4,4.00 ,,,,,4,4,3,3.666666667,,4,1,2,1,1,1.8,,5,1,1,1,1,1.8,4,4,4,4.00 ,4.00 ,4,4,4,4,3,3.8
6,Male,No,,None,Black or African American,,,Single Parent,,1,11-24,,"Yes, three or more",1,4,3,5,,5,,4.333333333,4,5,3,,4.00 ,,,1,2,2,1,2,2,1.67 ,,,,,3,3,3,3,,3,3,1,1,1,1.8,,3,3,1,1,3,2.2,3,4,3,2.00 ,3.00 ,,,,,,
7,Female,No,,Christian,White,,,Parents,,1,25-99,,"Yes, three or more",1,2,5,5,5,5,,5,5,5,5,,5.00 ,,4,4,4,2,4,4,2,3.43 ,,,,,4,4,4,4,,2,2,3,1,2,2,,1,1,1,1,1,1,5,4,4,5.00 ,4.50 ,2,4,4,2,2,2.8
6,Female,No,,Atheist,White,,,Parents,,1,More than 250,,"Yes, three or more",1,3,5,4,5,5,,4.75,4,5,5,,4.67 ,,4,5,5,5,5,3,3,4.29 ,,,,,5,5,5,5,,1,2,3,1,2,1.8,,1,4,1,1,1,1.6,4,5,4,4.00 ,4.25 ,5,5,5,5,4,4.8
6,Female,No,,Christian,White,,,Parents,,1,More than 250,,"Yes, three or more",1,,5,5,,5,,5,4,5,5,,4.67 ,,4,4,3,4,3,,4,3.67 ,,,,,5,5,5,5,,1,1,1,1,1,1,,1,1,1,2,1,1.2,5,5,5,0.50 ,3.88 ,,,,,,
7,Female,No,,None,White,,,Parents,,1,More than 250,,"Yes, three or more",1,3,4,5,4,4,,4.25,4,4,4,,4.00 ,,5,3,4,2,3,2,2,3.00 ,,,,,3,3,4,3.333333333,,1,2,2,1,1,1.4,,2,1,2,1,1,1.4,3,3,3,3.50 ,3.13 ,3,4,2,2,4,3
7,Female,No,,Atheist,White,,,Parents,,1,100-250,,"Yes, three or more",1,2,4,4,4,4,,4,5,4,4,,4.33 ,,4,3,3,1,4,2,2,2.71 ,,,,,3,4,3,3.333333333,,1,2,3,1,1,1.6,,1,1,1,1,1,1,4,4,4,3.00 ,3.75 ,4,4,5,5,5,4.6
8,Male,No,,Christian,White,,,Single Parent,,1,25-99,,"Yes, three or more",1,2,3,5,3,3,,3.5,4,4,4,,4.00 ,,4,3,2,4,4,4,3,3.43 ,,,,,4,4,5,4.333333333,,3,1,2,1,1,1.6,,4,1,1,1,1,1.6,5,4,4,4.00 ,4.25 ,4,5,5,4,4,4.4
8,Male,No,,Other,White,,,Parents,,1,More than 250,,"Yes, three or more",1,3,4,4,4,2,,3.5,1,2,2,,1.67 ,,2,2,1,2,2,1,1,1.57 ,,,,,3,1,1,1.666666667,,5,5,5,5,5,5,,4,4,3,2,3,3.2,1,1,1,2.00 ,1.25 ,2,2,2,2,2,2
8,Female,No,,Christian,White,,,Parents,,1,100-250,,"Yes, three or more",1,3,5,5,5,5,,5,5,5,5,,5.00 ,,5,5,5,5,5,5,5,5.00 ,,,,,5,5,5,5,,1,1,1,1,1,1,,1,1,1,1,1,1,5,5,5,2.50 ,4.38 ,5,5,5,5,5,5
7,Female,No,,,White,,,Stepparent,,1,100-250,,"Yes, three or more",1,2,5,5,5,5,,5,5,5,4,,4.67 ,,5,5,4,4,5,5,4,4.57 ,,,,,5,5,4,4.666666667,,3,4,1,1,3,2.4,,2,1,2,1,1,1.4,5,4,5,5.00 ,4.75 ,5,5,5,5,5,5
6,Male,No,,Christian,White,,,Parents,,1,11-24,,"Yes, three or more",1,,5,5,5,5,,5,5,5,5,,5.00 ,,3,3,5,4,4,5,4,4.00 ,,,,,4,4,4,4,,1,1,1,1,1,1,,1,1,1,1,1,1,5,5,5,1.50 ,4.13 ,,,,,,
6,Male,No,,Other,White,,,Parents,,1,100-250,,"Yes, three or more",1,2,5,5,5,5,,5,5,5,5,,5.00 ,,3,3,5,4,4,3,4,3.71 ,,,,,5,4,5,4.666666667,,5,1,1,1,1,1.8,,5,1,1,1,1,1.8,5,5,5,5.00 ,5.00 ,2,4,4,2,2,2.8
7,Male,No,,Christian,White,,,Stepparent,,1,11-24,,"Yes, three or more",1,5,5,5,5,5,,5,5,5,5,,5.00 ,,,4,4,4,4,3,4,3.83 ,,,,,4,3,4,3.666666667,,4,4,2,2,2,2.8,,4,4,3,1,1,2.6,4,4,4,5.00 ,4.25 ,3,5,4,,2,3.5
7,Female,No,,Christian,White,,,Parents,,1,100-250,,"Yes, three or more",1,3,4,4,4,5,,4.25,4,4,4,,4.00 ,,5,5,5,5,4,5,5,4.86 ,,,,,4,4,4,4,,1,1,1,1,1,1,,1,1,1,1,1,1,5,5,5,3.50 ,4.63 ,3,5,4,5,5,4.4
6,Female,No,,Jewish,White,,,Single Parent,,1,More than 250,,"Yes, two",1,1,5,5,5,5,,5,5,5,5,,5.00 ,,4,5,5,5,4,5,4,4.57 ,,,,,4,4,4,4,,1,1,1,1,1,1,,1,1,1,1,1,1,4,5,5,5.00 ,4.75 ,4,5,4,5,4,4.4
6,Female,No,,Christian,White,,,Parents,,1,More than 250,,"Yes, three or more",1,1,,,,,,,4,,,,4.00 ,,,,,,,,,,,,,,5,5,,5,,1,1,1,1,1,1,,1,1,1,1,1,1,4,5,,,4.50 ,,,,,,
7,Female,No,,Atheist,White,,,Parents,,2,More than 250,,"Yes, three or more",1,7,5,5,,5,,5,4,4,3,,3.67 ,,,,,,5,1,,3.00 ,,,,,5,5,5,5,,2,1,1,1,1,1.2,,1,1,1,1,1,1,5,5,5,4.00 ,4.75 ,1,1,1,1,1,1
7,Female,No,,None,White,,,Parents,,2,More than 250,,"Yes, three or more",1,2,5,5,4,4,,4.5,4,4,4,,4.00 ,,3,2,2,3,3,2,2,2.43 ,,,,,3,3,4,3.333333333,,3,1,3,1,2,2,,2,1,2,1,1,1.4,3,3,4,3.50 ,3.38 ,4,4,5,5,5,4.6
7,Male,No,,None,White,,,Parents,,1,More than 250,,"Yes, three or more",1,3,5,5,4,3,,4.25,3,3,5,,3.67 ,,3,3,3,3,3,3,3,3.00 ,,,,,3,3,3,3,,3,2,2,1,1,1.8,,3,2,2,1,1,1.8,3,3,3,2.00 ,2.75 ,1,4,4,4,1,2.8
7,Female,No,,Jewish,White,,,Parents,,1,More than 250,,"Yes, three or more",1,4,5,4,5,5,,4.75,5,5,5,,5.00 ,,5,5,5,5,5,5,5,5.00 ,,,,,5,5,5,5,,1,1,1,1,1,1,,1,1,1,1,1,1,5,5,5,4.50 ,4.88 ,5,5,5,5,5,5
6,Female,No,,Christian,White,,,Stepparent,,1,More than 250,,"Yes, three or more",1,4,5,5,3,4,,4.25,3,4,5,,4.00 ,,4,4,4,3,4,3,2,3.43 ,,,,,5,3,4,4,,2,1,3,2,1,1.8,,2,1,1,1,1,1.2,4,3,3,5.00 ,3.75 ,4,4,4,5,5,4.4
6,Female,No,,Christian,White,,,Parents,,1,100-250,,"Yes, three or more",1,2,5,5,5,5,,5,5,5,5,,5.00 ,,5,5,5,5,5,5,5,5.00 ,,,,,4,4,5,4.333333333,,1,1,1,1,1,1,,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,1,1,1,1,1,1
6,Male,No,,None,Black or African American,,,Single Parent,,1,100-250,,"Yes, two",1,3,4,5,5,5,,4.75,5,4,5,,4.67 ,,3,5,4,2,4,3,4,3.57 ,,,,,5,3,4,4,,,4,4,4,1,3.25,,,,3,5,3,3.666666667,4,4,5,4.50 ,4.38 ,1,2,1,2,1,1.4
6,Female,No,,Christian,White,,,Parents,,1,More than 250,,"Yes, three or more",1,,5,5,5,4,,4.75,4,5,5,,4.67 ,,4,2,4,3,5,4,4,3.71 ,,,,,5,4,5,4.666666667,,1,1,1,1,1,1,,1,1,1,1,1,1,4,5,5,4.50 ,4.63 ,3,3,4,4,4,3.6
6,Female,No,,Christian,White,,,Parents,,1,More than 250,,"Yes, three or more",1,2,5,4,4,5,,4.5,4,4,5,,4.33 ,,4,5,3,3,5,2,4,3.71 ,,,,,5,5,4,4.666666667,,2,1,1,1,1,1.2,,1,1,1,1,1,1,4,4,3,3.50 ,3.63 ,3,1,3,5,2,2.8
7,Male,No,,Christian,White,,,Parents,,1,More than 250,,"Yes, three or more",1,3,4,5,5,5,,4.75,4,4,4,,4.00 ,,4,4,5,5,5,4,4,4.43 ,,,,,3,3,2,2.666666667,,3,3,3,3,3,3,,2,1,2,1,1,1.4,3,4,4,4.00 ,3.75 ,2,2,2,3,3,2.4
6,Male,No,,Christian,Black or African American,,,Single Parent,,1,More than 250,,"Yes, two",1,4,5,5,5,5,,5,4,5,5,,4.67 ,,1,2,2,1,2,1,2,1.57 ,,,,,3,3,3,3,,1,1,1,1,1,1,,1,1,1,1,1,1,3,3,4,3.50 ,3.38 ,1,1,1,1,1,1
7,Female,No,,Christian,White,,,Single Parent,,1,25-99,,"Yes, three or more",1,3,5,5,5,5,,5,3,3,5,,3.67 ,,2,3,4,4,5,5,4,3.86 ,,,,,4,3,4,3.666666667,,1,1,2,1,1,1.2,,1,1,1,1,1,1,5,4,5,5.00 ,4.75 ,1,4,5,5,5,4
6,Male,No,,Other,Asian,,,Parents,,2,100-250,,"Yes, three or more",1,,5,5,4,5,,4.75,3,4,4,,3.67 ,,3,4,2,3,3,2,2,2.71 ,,,,,3,3,3,3,,2,2,2,2,2,2,,2,2,2,2,2,2,3,4,4,2.50 ,3.38 ,5,4,4,4,2,3.8
7,Female,No,,Christian,White,,,Parents,,1,100-250,,"Yes, three or more",1,4,5,5,5,5,,5,5,5,5,,5.00 ,,5,5,5,5,5,5,5,5.00 ,,,,,5,5,5,5,,1,2,1,1,1,1.2,,1,1,1,1,1,1,5,5,5,4.50 ,4.88 ,3,4,1,1,1,2
6,Male,No,,Christian,White,,,Parents,,1,More than 250,,"Yes, three or more",1,3,5,5,5,5,,5,5,5,5,,5.00 ,,3,4,2,2,2,2,,2.50 ,,,,,4,5,4,4.333333333,,3,1,2,1,1,1.6,,3,1,1,1,1,1.4,3,5,3,2.50 ,3.38 ,2,3,4,3,3,3
6,Male,No,,None,White,,,Parents,,1,25-99,,"Yes, three or more",1,,5,5,5,5,,5,,5,,,5.00 ,,4,4,5,2,4,4,5,4.00 ,,,,,5,5,5,5,,3,3,4,4,4,3.6,,5,1,1,1,1,1.8,5,5,4,,4.67 ,4,4,4,4,4,4
6,Female,No,,Christian,White,,,Stepparent,,1,100-250,,"Yes, three or more",1,,5,5,5,5,,5,5,5,5,,5.00 ,,4,3,5,3,5,4,5,4.14 ,,,,,4,5,5,4.666666667,,5,4,1,1,1,2.4,,5,5,1,1,1,2.6,5,5,5,5.00 ,5.00 ,1,1,1,1,1,1
7,Female,No,,Christian,Black or African American,,,Parents,,1,25-99,,"Yes, three or more",1,2,4,4,4,4,,4,4,4,4,,4.00 ,,3,2,2,2,3,3,2,2.43 ,,,,,3,3,4,3.333333333,,2,2,2,1,1,1.6,,2,2,2,1,1,1.6,4,4,3,4.00 ,3.75 ,,,,,,
8,Female,No,,None,White,,,Stepparent,,1,100-250,,"Yes, three or more",1,2,5,5,5,5,,5,4,4,3,,3.67 ,,2,2,2,2,2,5,2,2.43 ,,,,,3,2,3,2.666666667,,2,2,2,1,1,1.6,,1,1,2,1,1,1.2,3,3,3,2.00 ,2.75 ,4,5,3,4,5,4.2
6,Female,No,,Christian,White,,,Parents,,1,More than 250,,"Yes, three or more",1,,5,5,5,5,,5,5,5,5,,5.00 ,,4,4,4,4,4,4,4,4.00 ,,,,,4,4,5,4.333333333,,2,1,1,1,1,1.2,,2,1,1,1,1,1.2,4,4,4,4.50 ,4.13 ,4,4,4,4,4,4
6,Male,,,Christian,Black or African American,,,Parents,,2,25-99,,"Yes, two",1,4,4,5,5,5,,4.75,4,4,5,,4.33 ,,4,4,4,4,4,4,4,4.00 ,,,,,4,4,4,4,,2,,,,,2,,2,,,,,2,4,4,4,4.50 ,4.13 ,3,4,4,4,4,3.8
6,Female,No,,Jewish,White,,,Parents,,1,More than 250,,"Yes, three or more",1,4,5,5,5,5,,5,5,5,4,,4.67 ,,2,4,4,4,3,3,4,3.43 ,,,,,4,5,5,4.666666667,,2,1,1,1,1,1.2,,1,1,1,1,1,1,5,5,5,4.50 ,4.88 ,4,4,4,4,4,4
6,Male,No,,,White,,,Parents,,1,100-250,,"Yes, one",1,,5,5,5,5,,5,,3,5,,4.00 ,,4,,,1,3,1,2,2.20 ,,,,,3,3,2,2.666666667,,3,3,3,1,1,2.2,,3,4,3,1,1,2.4,1,3,1,1.00 ,1.50 ,3,4,,5,,4
6,Female,No,,Jewish,White,,,Parents,,1,100-250,,"Yes, one",1,3,5,5,5,5,,5,3,4,4,,3.67 ,,4,3,3,2,3,2,3,2.86 ,,,,,4,4,4,4,,3,2,2,2,2,2.2,,3,2,3,1,1,2,4,4,3,3.50 ,3.63 ,5,5,4,3,3,4
6,Male,No,,Jewish,White,,,Parents,,1,More than 250,,"Yes, three or more",1,,5,5,5,5,,5,4,4,5,,4.33 ,,4,5,4,2,5,5,4,4.14 ,,,,,4,4,4,4,,1,1,1,1,2,1.2,,1,1,1,1,1,1,4,4,,5.00 ,4.33 ,1,1,1,1,1,1
6,Female,No,,None,White,,,Parents,,1,100-250,,"Yes, three or more",1,1,5,4,5,5,,4.75,4,4,4,,4.00 ,,2,4,2,2,3,2,3,2.57 ,,,,,4,5,4,4.333333333,,1,1,1,1,1,1,,1,1,1,1,1,1,4,5,5,4.00 ,4.50 ,2,1,1,3,3,2
